"project.id","country","p.invest","p.year","environmental","other"
"p041680"," el salvador",77100000,2005,0,1
"p039983"," paraguay",55700000,2007,1,0
"p048654"," guatemala",28200000,2007,0,1
"p006006","argentina ",1e+08,1999,0,1
"p051693","argentina ",7.5e+07,1999,0,1
"p051694","argentina ",5e+07,2000,0,1
"p051695","argentina ",7.5e+07,2000,0,1
"p040110"," bolivia",2.1e+07,2003,0,1
"p006041","argentina ",1.08e+08,2011,0,1
"p039197","  brazil",5.9e+09,1998,0,1
"p043163","mexico",8.63e+08,2004,0,1
"p039203","  uruguay",1.52e+08,2006,0,1
"p041790"," nicaragua",15800000,2005,0,1
"p006884"," colombia",12500000,2003,0,1
"p049268","argentina ",2e+08,1999,0,1
"p007837"," panama",8e+07,2004,0,1
"p048870","  brazil",2.81e+08,2001,0,1
"p006532","  brazil",1.25e+09,2005,0,1
"p046052","  brazil",1.2e+07,2002,1,0
"p052209","mexico",30300000,1998,1,0
"p043873","  brazil",1.2e+08,2005,0,1
"p043418","argentina ",3e+07,2003,0,1
"p007223"," guatemala",46800000,2003,0,1
"p034578","  brazil",167900000,2005,0,1
"p039584","argentina ",4e+08,2011,0,1
"p006059","argentina ",128300000,2005,0,1
"p007847"," panama",3.9e+07,2004,1,0
"p007726","mexico",58600000,2002,0,1
"p006475","  brazil",1.5e+08,2002,0,1
"p048756"," guatemala",18500000,2004,0,1
"p006010","argentina ",357200000,2010,0,1
"p043868","  brazil",208400000,2005,1,0
"p007398"," honduras",41800000,2004,0,1
"p039292","belize",11700000,2003,0,1
"p006562","  brazil",2.22e+08,2004,0,1
"p040739","caribbean",6700000,2002,1,0
"p039196","  brazil",4.61e+08,1998,0,1
"p040102"," colombia",3.3e+07,2004,0,1
"p007700","mexico",23600000,2003,0,1
"p008064"," peru",1e+08,1997,0,1
"p040123"," peru",1.83e+08,1997,0,1
"p046821","argentina ",2e+07,2005,0,1
"p042442"," peru",93200000,2004,1,0
"p005920","argentina ",28900000,2014,1,0
"p035722","dominican ",122500000,2003,0,1
"p041820","mexico",4e+08,1997,0,1
"p042566","  brazil",5.2e+07,2001,0,1
"p043871","  brazil",4e+07,2001,0,1
"p038896","  brazil",3.2e+07,2002,0,1
"p006052","argentina ",4.2e+08,2006,0,1
"p044445","argentina ",3e+08,1998,0,1
"p037961","  brazil",17700000,2007,0,1
"p007732","mexico",1.03e+08,2000,0,1
"p041971"," haiti",2.4e+07,2002,0,1
"p007326"," haiti",21500000,2001,0,1
"p005980","argentina ",1.5e+09,2006,0,1
"p007790"," nicaragua",40400000,2002,0,1
"p007927"," paraguay",27100000,2004,0,1
"p039029","jamaica",37600000,2001,0,1
"p040808","argentina ",3e+07,2007,0,1
"p007164"," el salvador",51500000,2007,0,1
"p007490","jamaica",5.7e+07,2003,0,1
"p007131"," ecuador",2.1e+07,2005,0,1
"p038700","jamaica",38500000,2002,0,1
"p008037"," peru",1.09e+08,2009,0,1
"p036056"," ecuador",14300000,2002,0,1
"p040125"," peru",4.3e+08,2000,0,1
"p037828","  brazil",353500000,2006,1,0
"p040028","  brazil",6.31e+08,2002,0,1
"p007713","mexico",146500000,2005,1,0
"p006554","  brazil",7.5e+08,2003,0,1
"p007269","  guyana",19300000,2004,0,1
"p008224","a bolivariana de venezuela",71100000,2001,1,0
"p007788"," nicaragua",197400000,2000,0,1
"p006872"," colombia",183400000,2001,0,1
"p040909","argentina ",3.5e+08,1998,0,1
"p045687","argentina ",2.5e+07,2001,0,1
"p006210","  brazil",2e+07,2005,1,0
"p044597","  brazil",2.5e+07,2004,1,0
"p007128"," ecuador",10014000,2001,0,1
"p007832"," panama",5.8e+07,2002,0,1
"p041915"," panama",3e+07,1996,0,1
"p007174"," el salvador",7.7e+07,2005,0,1
"p034607"," honduras",16700000,2000,0,1
"p007387"," honduras",2.1e+08,2001,0,1
"p006206"," bolivia",4.8e+07,2001,1,0
"p006676"," chile",3.5e+07,2000,0,1
"p039291"," colombia",2e+07,2002,0,1
"p006057","argentina ",164400000,2004,0,1
"p006969"," dominica",7900000,2001,0,1
"p043923","grenada",9900000,2001,0,1
"p006186"," bolivia",2.2e+07,2004,0,1
"p037047"," peru",2.67e+08,2000,0,1
"p006191"," bolivia",5100000,1999,0,1
"p034606"," bolivia",19300000,1998,0,1
"p038883","argentina ",74200000,1999,0,1
"p037049","argentina ",16500000,2006,0,1
"p035495","argentina ",417900000,1998,0,1
"p006887"," colombia",249300000,2008,0,1
"p035312"," trinidad and tobago",78430000,2003,0,1
"p006894"," colombia",499300000,2004,1,0
"p035494","dominican ",1e+08,2003,0,1
"p008177","  uruguay",2.36e+08,2006,0,1
"p006040","argentina ",26200000,2006,0,1
"p007169"," el salvador",80200000,2001,0,1
"p038932","jamaica",2.1e+07,1998,1,0
"p040824"," el salvador",1.6e+07,2004,0,1
"p007689","mexico",443400000,2002,0,1
"p007923"," paraguay",40500000,2001,0,1
"p040685","mexico",4.6e+07,1999,0,1
"p006030","argentina ",144700000,2001,0,1
"p006202"," bolivia",3.1e+07,1999,0,1
"p006055","argentina ",4e+07,2001,0,1
"p040904","argentina ",5e+08,1998,0,1
"p035715","a bolivariana de venezuela",5400000,1998,0,1
"p006512","  brazil",5e+07,2000,1,0
"p037709"," honduras",112600000,1999,0,1
"p041583"," haiti",56400000,1997,0,1
"p039455","st lucia",7100000,1997,1,0
"p038916"," nicaragua",102400000,1998,0,1
"p007173"," el salvador",77400000,2002,1,0
"p034091","argentina ",2.73e+08,2004,0,1
"p006173"," bolivia",5e+07,1999,0,1
"p006178"," bolivia",13300000,1998,1,0
"p035717","  brazil",1.65e+08,2001,0,1
"p006564","  brazil",197300000,2004,0,1
"p038882","  brazil",203800000,2004,0,1
"p038884","  brazil",116700000,2001,0,1
"p038885","  brazil",6e+07,2001,0,1
"p040462","mexico",2e+09,1998,0,1
"p040497","mexico",1e+09,1996,0,1
"p007259","  guyana",15500000,1998,0,1
"p036004","  uruguay",4e+06,2002,1,0
"p006567","  brazil",20900000,2005,0,1
"p006197"," bolivia",27200000,2005,0,1
"p008237","a bolivariana de venezuela",76300000,2004,0,1
"p007213"," guatemala",10500000,1999,0,1
"p006673"," chile",2.07e+08,2001,0,1
"p040826","argentina ",1.3e+09,1997,0,1
"p006957","organization of eastern caribbean states",12500000,2003,0,1
"p006018","argentina ",2.25e+08,2005,0,1
"p006970","organization of eastern caribbean states",3.8e+07,2003,0,1
"p007020","dominican ",43200000,2004,1,0
"p006880"," colombia",7.4e+07,2003,1,0
"p006205"," bolivia",1.1e+07,2000,0,1
"p121012"," peru",2e+05,2012,1,0
"p145327","caribbean",0,2016,1,0
"p119225"," paraguay",0,2011,0,1
"p121006"," peru",199888,2012,1,0
"p121004","belize",2e+05,2013,1,0
"p114888","latin america",189400,2011,1,0
"p007051"," ecuador",0,1982,0,1
"p114890","  brazil",2e+05,2011,0,1
"p151803"," honduras",5.5e+07,2016,0,1
"p144271"," colombia",57850000,2024,1,0
"p149959","st lucia",1165000,2019,0,1
"p133195","argentina ",250500000,2021,0,1
"p149069","  uruguay",2e+08,2017,0,1
"p120899"," colombia",0,2014,0,1
"p145410"," guatemala",2750935,2019,1,0
"p149858","mexico",1.5e+08,2018,1,0
"p147212","mexico",3.5e+08,2021,0,1
"p147185","mexico",819950000,2018,1,0
"p150876"," paraguay",6e+05,2019,0,1
"p130474","belize",9085600,2019,1,0
"p147483","dominican ",3e+07,2020,0,1
"p128968","  brazil",117860000,2020,0,1
"p143376","  brazil",4400000,2017,1,0
"p130378"," chile",3e+06,2019,1,0
"p127338","belize",3e+07,2021,1,0
"p147984","  brazil",4e+08,2016,0,1
"p147665","jamaica",5e+07,2024,0,1
"p129640"," bolivia",71400000,2020,1,0
"p143184","  brazil",11130000,2019,1,0
"p148013","jamaica",2e+07,2021,0,1
"p132570","caribbean",3e+06,2018,0,1
"p146688","jamaica",37636000,2021,0,1
"p147152","grenada",1.5e+07,2015,1,0
"p147166"," haiti",17580000,2015,1,0
"p148083","  brazil",2.8e+08,2015,1,0
"p147157","  brazil",2.6e+08,2022,1,0
"p149895"," nicaragua",1.2e+07,2021,1,0
"p133738"," guatemala",3.4e+08,2015,0,1
"p145578","mexico",5.5e+07,2021,1,0
"p127226","st lucia",6.8e+07,2023,1,0
"p147924","  guyana",23500000,2023,1,0
"p147250","  guyana",11890000,2024,1,0
"p127837"," bolivia",59150000,2019,1,0
"p147979","  brazil",2.16e+08,2016,0,1
"p144614"," haiti",4.5e+07,2022,0,1
"p133352"," haiti",5.8e+07,2020,0,1
"p130664"," bolivia",2215000,2017,1,0
"p143995"," bolivia",21500000,2021,0,1
"p129992"," dominica",70500000,2023,1,0
"p143362","  brazil",4400000,2017,1,0
"p145782"," colombia",4.36e+08,2019,0,1
"p130682","  brazil",323100000,2023,1,0
"p147006"," nicaragua",3.2e+07,2019,1,0
"p146460","jamaica",4.2e+07,2021,1,0
"p132505"," peru",152600000,2023,0,1
"p126735","  brazil",4.8e+07,2017,0,1
"p151949"," el salvador",1e+06,2016,1,0
"p151950"," guatemala",1e+06,2016,0,1
"p151951"," honduras",1500000,2016,0,1
"p144108"," honduras",3e+05,2015,1,0
"p146942"," panama",2e+08,2015,1,0
"p123879"," colombia",7e+07,2023,0,1
"p131013"," peru",129040600,2021,0,1
"p147244","mexico",300751879.7,2015,0,1
"p145995","jamaica",1.3e+08,2014,0,1
"p129647"," peru",15923000,2019,1,0
"p147913","  brazil",2.5e+08,2015,0,1
"p117318"," peru",52100000,2019,1,0
"p131709","mexico",267797000,2019,1,0
"p127463","  brazil",3.5e+08,2019,0,1
"p147695","  brazil",5e+08,2016,1,0
"p147853","dominican ",787984,2019,0,1
"p125804","argentina ",3960200,2019,1,0
"p145605"," colombia",6e+08,2014,1,0
"p128289"," peru",250000,2015,1,0
"p143996"," ecuador",115600000,2020,1,0
"p129397","argentina ",1900000,2018,1,0
"p144489"," ecuador",1684164013,2023,1,0
"p144263","jamaica",2997790,2018,0,1
"p132851"," colombia",3260000,2018,1,0
"p126452","  brazil",4e+08,2023,0,1
"p132768","  brazil",5.5e+08,2014,0,1
"p127208"," haiti",2e+07,2014,1,0
"p127245","  brazil",32400000,2018,1,0
"p126749","  brazil",2e+08,2014,1,0
"p127723","  brazil",7.29e+08,2021,1,0
"p085621"," chile",63863636,2021,1,0
"p126791","antigua and barbuda",1e+07,2017,1,0
"p123974"," haiti",2e+07,2021,1,0
"p123706"," haiti",9e+07,2020,0,1
"p129652","  brazil",1.5e+08,2014,0,1
"p133557"," nicaragua",51900000,2017,0,1
"p121152"," nicaragua",4e+07,2020,1,0
"p127332"," panama",1e+08,2014,0,1
"p144462"," nicaragua",1e+06,2016,1,0
"p123151"," peru",1.83e+08,2018,1,0
"p131028"," peru",4.5e+07,2013,0,1
"p130972"," colombia",1.5e+08,2013,1,0
"p131029"," peru",14300000,2018,0,1
"p130819"," honduras",1.7e+07,2018,1,0
"p131094"," honduras",3e+07,2021,1,0
"p122194"," peru",52170000,2018,0,1
"p125803","  uruguay",5.1e+08,2020,0,1
"p127088"," nicaragua",6e+06,2018,1,0
"p129465"," colombia",2e+08,2013,0,1
"p131440","  uruguay",2.6e+08,2019,1,0
"p126343","  brazil",713239777,2019,1,0
"p127743"," bolivia",64540000,2023,0,1
"p123146"," costa rica",253300000,2019,0,1
"p131763"," guatemala",2e+08,2013,1,0
"p126408","  uruguay",73800000,2017,0,1
"p127203"," haiti",1e+08,2020,1,0
"p132915","latin america",595000,2016,1,0
"p130412"," guatemala",2507050,2016,1,0
"p121116","mexico",30888182,2018,1,0
"p126465","  brazil",3e+08,2014,0,1
"p127299","jamaica",50000,2013,0,1
"p121590","  brazil",4.5e+08,2014,0,1
"p121495","  brazil",3e+08,2021,1,0
"p130580"," bolivia",2786309,2016,1,0
"p129340"," peru",240000,2015,0,1
"p127302"," colombia",23133,2013,0,1
"p126583"," colombia",2.5e+08,2021,1,0
"p118064","  uruguay",8.4e+07,2019,1,0
"p126351","  brazil",7e+08,2014,0,1
"p123702"," costa rica",0,2010,0,1
"p132415"," el salvador",1833200,2015,1,0
"p132098","belize",2800000,2018,1,0
"p126372","  brazil",921600000,2019,0,1
"p114963","caribbean",2.5e+07,2021,0,1
"p126487","mexico",171263157.9,2016,0,1
"p129389","central america",4e+05,2014,0,1
"p131197","caribbean",2e+05,2013,0,1
"p120830","  brazil",4.8e+08,2019,1,0
"p127297","argentina ",18750,2013,1,0
"p127295","argentina ",42000,2013,0,1
"p127298"," chile",35000,2013,0,1
"p121167","  brazil",0,2019,1,0
"p108740"," chile",10101222,2013,1,0
"p127301"," colombia",15000,2013,0,1
"p106753","  brazil",5e+08,2013,0,1
"p123505","mexico",300751879.7,2013,1,0
"p111661"," chile",1e+08,2016,0,1
"p126297","mexico",3e+08,2013,0,1
"p089032","  bahamas",560000,2008,0,1
"p120139","  brazil",135250000,2020,0,1
"p126449","  brazil",3.5e+08,2013,1,0
"p120170","mexico",300751879.7,2013,1,0
"p114810","  brazil",85890000,2017,0,1
"p123760","mexico",7.75e+08,2018,1,0
"p112074","  brazil",117125000,2020,1,0
"p125453"," trinidad and tobago",325000,2014,1,0
"p126357"," nicaragua",32950000,2018,0,1
"p130418"," honduras",2449230,2016,1,0
"p129428","dominican ",750000,2016,0,1
"p126537","  brazil",53604127,2018,1,0
"p117043"," paraguay",1e+08,2013,0,1
"p126364"," el salvador",70400000,2018,0,1
"p123447"," nicaragua",4e+07,2017,1,0
"p127455","  uruguay",2500000,2017,1,0
"p125763"," colombia",166500,2012,0,1
"p127331"," honduras",8.6e+07,2012,0,1
"p110050"," honduras",25330316,2015,1,0
"p124663","  brazil",3e+07,2023,1,0
"p123367","mexico",209620000,2017,0,1
"p126744"," haiti",5e+07,2022,1,0
"p126346"," haiti",6e+07,2020,1,0
"p124134"," haiti",7e+07,2018,0,1
"p129561"," peru",2500000,2017,1,0
"p124181","  uruguay",5.5e+07,2021,1,0
"p125806","dominican ",7e+07,2012,0,1
"p123242","  uruguay",2.6e+08,2018,0,1
"p122738"," panama",6.6e+07,2021,1,0
"p126788"," nicaragua",2470367,2013,0,1
"p127925","  brazil",3e+05,2016,1,0
"p123241","jamaica",1e+08,2012,0,1
"p103470","organization of eastern caribbean states",18872000,2016,1,0
"p120637","  brazil",12300000,2019,1,0
"p121137"," guatemala",199966,2013,1,0
"p107137"," bolivia",4.3e+07,2020,1,0
"p117947"," colombia",4.1e+08,2020,0,1
"p123267"," colombia",3e+08,2012,1,0
"p117157"," el salvador",8e+07,2018,1,0
"p106700"," bolivia",52900000,2017,0,1
"p125760"," el salvador",2996879,2016,1,0
"p112073","  brazil",143110000,2018,1,0
"p125451"," guatemala",3e+05,2015,1,0
"p123128","grenada",5e+06,2018,1,0
"p106680"," honduras",32800000,2017,0,1
"p117871","organization of eastern caribbean states",53120000,2022,1,0
"p125288","  guyana",11400000,2017,0,1
"p101414","organization of eastern caribbean states",5600000,2018,1,0
"p126399","central america",3e+05,2013,0,1
"p122699"," el salvador",1e+08,2012,1,0
"p126812"," nicaragua",1200000,2013,0,1
"p122007"," bolivia",129200000,2023,0,1
"p125805"," haiti",6.5e+07,2016,0,1
"p121135"," nicaragua",0,2013,1,0
"p123255"," panama",1e+08,2012,0,1
"p125697"," colombia",1900000,2016,0,1
"p106735","argentina ",4e+08,2019,0,1
"p117864"," peru",82705000,2017,1,0
"p117293"," peru",64900000,2020,1,0
"p125151","argentina ",2.4e+08,2023,1,0
"p120391","  brazil",5.62e+08,2015,0,1
"p125903"," honduras",4e+05,2016,1,0
"p122391","  brazil",4.85e+08,2012,1,0
"p125602"," ecuador",2218397,2015,0,1
"p112780","jamaica",1.5e+07,2017,1,0
"p125205","st lucia",1.5e+07,2014,1,0
"p117310"," peru",5.4e+07,2017,0,1
"p125899","central america",6e+05,2015,1,0
"p112011"," guatemala",3.2e+07,2016,0,1
"p121492"," panama",60130000,2020,0,1
"p120349","belize",2996144,2016,0,1
"p125006","  brazil",4e+07,2014,1,0
"p125764","mexico",122000,2014,1,0
"p121836","argentina ",3e+07,2017,0,1
"p121690"," haiti",1500000,2014,1,0
"p121779"," nicaragua",19500000,2017,1,0
"p122640"," el salvador",5e+07,2014,1,0
"p116974","argentina ",3054974,2015,0,1
"p112264","mexico",751879700,2012,0,1
"p120110"," haiti",1.5e+07,2014,0,1
"p101336"," bolivia",5e+07,2019,1,0
"p124939","st vincent and  grenadines",5e+06,2013,1,0
"p110671"," colombia",4e+07,2014,0,1
"p120205","latin america",184000,2013,0,1
"p121134"," costa rica",195000,2012,0,1
"p110599","argentina ",4.61e+08,2018,0,1
"p120198","argentina ",5e+08,2019,0,1
"p120211","argentina ",2.4e+08,2019,1,0
"p121391"," haiti",35500000,2015,0,1
"p111479"," colombia",4.87e+08,2022,0,1
"p125551"," peru",1230813,2015,0,1
"p122370"," guatemala",1e+08,2012,1,0
"p120860"," peru",1e+08,2019,1,0
"p116264"," peru",5e+07,2013,0,1
"p111795"," nicaragua",22400000,2020,0,1
"p106870"," nicaragua",2.1e+07,2016,1,0
"p124624"," colombia",890000,2011,1,0
"p114971"," paraguay",1.25e+08,2018,1,0
"p120490","  brazil",685000,2011,0,1
"p121778","dominican ",1.5e+08,2011,0,1
"p106424","mexico",713443600,2014,0,1
"p121800","mexico",401002507,2012,1,0
"p100438","mexico",23500000,2016,1,0
"p120654","mexico",192118600.1,2015,0,1
"p124107","grenada",1e+06,2014,1,0
"p110752"," peru",3e+07,2016,0,1
"p121195","mexico",1.62e+08,2016,1,0
"p121220"," honduras",74700000,2011,1,0
"p095171","  brazil",6e+07,2017,1,0
"p121157"," bolivia",0,2013,1,0
"p106702","  brazil",57130316,2015,1,0
"p124509","central america",183000,2013,0,1
"p116215","  uruguay",1e+08,2011,0,1
"p121007"," colombia",199733,2012,0,1
"p110018","  guyana",5121000,2015,0,1
"p096337","  brazil",27254000,2014,0,1
"p123205"," haiti",2840000,2012,1,0
"p101504","  brazil",2.15e+08,2018,0,1
"p111928","belize",15730000,2016,0,1
"p124157"," honduras",2545000,2015,0,1
"p118540","  brazil",1.89e+08,2017,1,0
"p120523","  brazil",3500000,2011,0,1
"p116214"," peru",1e+08,2011,0,1
"p106768","  brazil",18719682.5,2017,0,1
"p118239"," haiti",3e+07,2011,1,0
"p118713"," peru",7.5e+07,2013,1,0
"p104760"," peru",48330000,2016,0,1
"p121136"," peru",2e+05,2012,1,0
"p117590"," colombia",41500000,2015,0,1
"p111918"," chile",11067500,2016,1,0
"p111665","  brazil",1.045e+09,2013,0,1
"p115592"," honduras",4e+07,2018,0,1
"p122181"," nicaragua",2970387,2012,1,0
"p115347","mexico",366700000,2014,0,1
"p094335"," paraguay",18290200,2016,1,0
"p121881","  brazil",2729900,2014,1,0
"p120134","mexico",4.5e+08,2012,1,0
"p117000","grenada",8e+06,2011,1,0
"p117016","st lucia",1.2e+07,2011,1,0
"p114204","  brazil",709300000,2017,1,0
"p118026"," el salvador",8.5e+07,2016,1,0
"p122206"," costa rica",264000,2013,1,0
"p108443","  brazil",1.3e+08,2018,1,0
"p095424"," peru",20715000,2015,1,0
"p113540","  brazil",74130316,2015,1,0
"p119694"," panama",5.5e+07,2017,1,0
"p112262","mexico",7e+08,2011,0,1
"p121563","jamaica",2496720,2013,1,0
"p121671","  brazil",21690000,2014,1,0
"p118410","  brazil",3.75e+08,2016,1,0
"p106390","  brazil",600900000,2018,0,1
"p106703","  brazil",107493000,2017,1,0
"p102341","  uruguay",7e+05,2015,1,0
"p091659","argentina ",2810667,2013,1,0
"p121477","  uruguay",70000,2010,0,1
"p116170","  brazil",2516600000,2020,0,1
"p116470"," nicaragua",3e+05,2011,0,1
"p116989","argentina ",38500000,2017,1,0
"p116430","caribbean",275000,2009,0,1
"p150582"," honduras",1714300,2015,0,1
"p101369","mexico",166700000,2014,0,1
"p116226","mexico",2.6861e+10,2013,1,0
"p107159","mexico",2.694e+09,2019,1,0
"p120895"," haiti",6.5e+07,2018,1,0
"p091827","  brazil",2.1e+07,2015,1,0
"p113896","argentina ",5e+07,2014,1,0
"p104687"," colombia",34242130,2020,1,0
"p120888"," peru",1901660,2014,0,1
"p106708"," colombia",5e+08,2010,0,1
"p117377","argentina ",2.29e+08,2013,0,1
"p113893","jamaica",2e+08,2010,1,0
"p120200","mexico",205600,2012,0,1
"p117244","  brazil",4.85e+08,2010,1,0
"p120498"," guatemala",396000,2013,0,1
"p095863","dominican ",21470000,2017,1,0
"p108654","  brazil",4.1e+08,2020,1,0
"p116929"," peru",5.4e+08,2014,1,0
"p120057"," paraguay",330200,2014,0,1
"p120124"," peru",399600,2013,1,0
"p114010","  brazil",25504000,2015,1,0
"p120704","latin america",650000,2014,1,0
"p114012","mexico",36959000,2015,1,0
"p086341","  brazil",11100000,2016,1,0
"p083904"," colombia",3e+07,2014,1,0
"p106628"," colombia",2.5e+07,2014,0,1
"p112906"," nicaragua",5e+06,2012,1,0
"p103770","  brazil",195450000,2011,1,0
"p117087","organization of eastern caribbean states",2300000,2014,0,1
"p114174"," haiti",2.2e+07,2015,0,1
"p117944"," haiti",12500000,2010,1,0
"p116152"," peru",5e+07,2012,1,0
"p119827","argentina ",424906,2013,1,0
"p116965","mexico",538800000,2012,1,0
"p118036"," el salvador",1e+08,2010,1,0
"p118070","mexico",1503750000,2010,1,0
"p117440"," el salvador",5.4e+07,2016,1,0
"p107407","jamaica",1.6e+07,2015,1,0
"p104995","  brazil",8.8e+07,2015,1,0
"p095314"," el salvador",2e+07,2016,1,0
"p107416"," guatemala",120600000,2015,1,0
"p115145","dominican ",1.5e+08,2010,1,0
"p116972","dominican ",1.5e+08,2010,0,1
"p106720"," peru",1.5e+08,2013,0,1
"p117604","belize",501744,2011,0,1
"p095485","argentina ",187600000,2019,1,0
"p115608","mexico",2003750000,2010,1,0
"p115630"," colombia",5e+06,2014,1,0
"p117452","jamaica",346500,2014,0,1
"p099469","  brazil",34720000,2016,1,0
"p106619","dominican ",30500000,2016,1,0
"p101508","  brazil",79038000,2018,1,0
"p105122","jamaica",17500000,2017,0,1
"p116088"," colombia",3e+08,2011,1,0
"p101279"," colombia",27130316,2015,0,1
"p114373"," guatemala",3.5e+08,2010,1,0
"p117349","dominican ",133000,2017,0,1
"p118072","mexico",1700000,2011,0,1
"p116646"," el salvador",1011594,2014,0,1
"p116471","jamaica",2500000,2015,1,0
"p111996","  brazil",220990000,2022,1,0
"p006553","  brazil",226900000,2017,1,0
"p115882"," nicaragua",1992500,2013,1,0
"p106663","  brazil",596420000,2015,0,1
"p118988","  brazil",1902932,2014,0,1
"p107666"," peru",23670000,2015,1,0
"p113623"," haiti",5e+06,2014,1,0
"p117371","organization of eastern caribbean states",345000,2012,0,1
"p105680","argentina ",1482700000,2024,1,0
"p115183","argentina ",1.27e+09,2016,1,0
"p117089","  brazil",5e+05,2012,0,1
"p112172","caribbean",1e+05,2009,0,1
"p114897","mexico",2e+05,2011,1,0
"p113457"," paraguay",1e+08,2011,0,1
"p115173"," costa rica",5e+08,2010,0,1
"p115177"," panama",8e+07,2010,1,0
"p114271","mexico",54875000,2012,0,1
"p095235"," paraguay",83500000,2019,1,0
"p106208","  brazil",580400000,2015,0,1
"p112544"," guatemala",8.5e+07,2012,1,0
"p101177"," peru",3.3e+08,2015,0,1
"p107843","  brazil",4e+08,2012,1,0
"p115067","mexico",2753759398,2013,1,0
"p054221","dominican ",3.4e+07,2018,1,0
"p112170","latin america",50000,2009,0,1
"p115261"," haiti",5380000,2012,0,1
"p095205","  brazil",1.3e+09,2010,1,0
"p108766","mexico",10500000,2018,1,0
"p106261","mexico",157850000,2018,1,0
"p099369","  brazil",6.6e+07,2016,0,1
"p101471"," peru",3.3e+08,2015,1,0
"p095563"," peru",22130316,2015,1,0
"p121505"," guatemala",2238362,2013,0,1
"p094948"," trinidad and tobago",4e+06,2018,1,0
"p106724","  uruguay",4e+08,2012,0,1
"p088716","  brazil",242130316,2015,0,1
"p115674","central america",164356,2010,0,1
"p114910"," el salvador",4.5e+08,2011,0,1
"p104034"," honduras",41220000,2015,0,1
"p114441"," nicaragua",7300000,2010,1,0
"p101321","jamaica",1e+08,2010,0,1
"p095681","grenada",3720000,2013,0,1
"p115054"," paraguay",398450,2011,1,0
"p101211"," colombia",776200000,2011,0,1
"p113084"," colombia",1.5e+08,2012,1,0
"p101301"," colombia",4.5e+08,2009,1,0
"p107146","  brazil",1.5e+08,2021,1,0
"p110092"," nicaragua",4e+07,2015,1,0
"p106641"," panama",1e+08,2009,0,1
"p099139"," colombia",17445000,2014,0,1
"p106528","mexico",6733500,2013,0,1
"p125269"," honduras",829110,2015,1,0
"p105389","  brazil",1e+07,2015,1,0
"p114936"," haiti",5e+06,2013,1,0
"p104752","  brazil",28160000,2014,1,0
"p114292"," haiti",2e+07,2015,1,0
"p094233","  brazil",1.2e+07,2014,1,0
"p112258","mexico",1.01e+09,2012,1,0
"p114008","argentina ",11869000,2014,1,0
"p114685","latin america",295000,2012,1,0
"p096017","latin america",4996000,2013,1,0
"p112312"," guatemala",2e+08,2009,1,0
"p112082","mexico",2e+05,2012,1,0
"p095510","mexico",300750000,2009,1,0
"p106765","  brazil",2.4e+08,2012,1,0
"p114889","mexico",2e+05,2011,1,0
"p106747"," nicaragua",2e+07,2009,0,1
"p106752","argentina ",2.3e+08,2019,1,0
